categories/0,categories/1,categories/2,categories/3,categories/4,skill,title
java,spring,java-ee,javascript,angular,"java,spring,java-ee,javascript,angular","Lead Software Engineer - Health IT / Machine Learning / Java - Spring at DrFirst, Inc. (Rockville, MD)"
etl,python,design,,,"etl,python,design,,",Data Engineer at Facebook (Singapore)
r,hadoop,machine-learning,,,"r,hadoop,machine-learning,,","Data Scientist, Community Integrity at Facebook (London, UK)"
r,python,,,,"r,python,,,","Data Scientist, Marketing Science R&D at Facebook (London, UK)"
php,machine-learning,sql,,,"php,machine-learning,sql,,","Research Scientist, Experimental Design and Causal Inference at Facebook (Menlo Park, CA)"
r,c++,hadoop,,,"r,c++,hadoop,,","Research Scientist, Area Operations, Economics and Computation at Facebook (Menlo Park, CA)"
r,machine-learning,algorithm,,,"r,machine-learning,algorithm,,","Operations Research Scientist at Facebook (Menlo Park, CA)"
java,c++,hadoop,,,"java,c++,hadoop,,","Software Engineer, Machine Learning at Facebook (Seattle, WA)"
java,c++,hadoop,,,"java,c++,hadoop,,","Software Engineer, Machine Learning at Facebook (Boston, MA)"
java,hadoop,c++,,,"java,hadoop,c++,,","Software Engineer, Messenger at Facebook (Seattle, WA)"
hadoop,java,c++,,,"hadoop,java,c++,,","Software Engineer, Integrity and Anti-Abuse at Facebook (Menlo Park, CA)"
r,machine-learning,python,,,"r,machine-learning,python,,","Auction and Delivery Data Scientist at Facebook (Menlo Park, CA)"
machine-learning,web-services,,,,"machine-learning,web-services,,,","Software Engineer - Video Specialist at Facebook (Seattle, WA)"
c++,qt,machine-learning,,,"c++,qt,machine-learning,,","AR Platform Software Engineer- Facebook Reality Labs at Facebook (Redmond, WA)"
python,sql,machine-learning,aws,,"python,sql,machine-learning,aws,","Data Scientist at Boxy Charm (Miami, FL; Fort Lauderdale, FL)"
java,scala,architecture,bigdata,,"java,scala,architecture,bigdata,","Big Data Architect at Ultra Tendency (Berlin, Germany)"
java,python,sql,,,"java,python,sql,,","Big Data Software Engineer Lead at JP Morgan Chase (Jersey City, NJ)"
python,r,sql,machine-learning,algorithm,"python,r,sql,machine-learning,algorithm","Senior Machine Learning Scientist at Gradient.io (Seattle, WA)"
python,sql,hadoop,apache-spark,,"python,sql,hadoop,apache-spark,","Data Engineer, Machine Learning (Merchant Platform) at Zalando SE (Berlin, Germany)"
r,machine-learning,python,,,"r,machine-learning,python,,","Senior Data Scientist at Oakam (London, UK)"
azure,sql,database,sysadmin,,"azure,sql,database,sysadmin,","Data Engineer (Contract or Perm) at Sorted Group Limited (Manchester, UK)"
java,scala,apache-spark,hadoop,python,"java,scala,apache-spark,hadoop,python","Java Software Developer at IQVIA, The Human Data Science Company (Brighton, UK)"
java,python,nosql,amazon-web-services,r,"java,python,nosql,amazon-web-services,r","Senior Data Scientist at N26 (Berlin, Germany)"
python,keras,azure,pandas,scikit-learn,"python,keras,azure,pandas,scikit-learn","Analytics and Backend Intern at corrux (München, Germany)"
apache-spark,hadoop,java,sql,docker,"apache-spark,hadoop,java,sql,docker","Distributed Systems Software Engineer at Immuta (College Park, MD)"
c#,.net,sql,javascript,angular,"c#,.net,sql,javascript,angular","Software Engineer - C#, SQL, JavaScript : FinTech Data at FactSet (London, UK)"
python,java,microservices,spark,aws,"python,java,microservices,spark,aws","Staff Software Engineer - Data Platform at Syapse (San Francisco, CA)"
java,javascript,java-ee,angular,salesforce,"java,javascript,java-ee,angular,salesforce","Experienced Software Developer at Kuebix (Maynard, MA)"
reactjs,php,zend-framework,mysql,redis,"reactjs,php,zend-framework,mysql,redis","Software Engineer (PHP) at Research Square (Durham, NC) (allows remote)"
startup,computer-vision,arkit,ar,mobile,"startup,computer-vision,arkit,ar,mobile","Senior iOS Engineer at Geomagical Labs (Mountain View, CA)"
cloud,amazon-web-services,python,scala,etl,"cloud,amazon-web-services,python,scala,etl","Cloud Data Architect (AWS) at sailteam.io (New York, NY)"
python,hadoop,bigdata,scala,data-warehouse,"python,hadoop,bigdata,scala,data-warehouse","Data Engineer at Equal Experts (Manchester, UK)"
python,linux,sql,numpy,scipy,"python,linux,sql,numpy,scipy","Contract Risk Quant Developer at Man AHL (London, UK)"
sql,qa,database,python,javascript,"sql,qa,database,python,javascript","Software QA Engineer at Swarm64 AS Zweigstelle Hive (Berlin, Germany)"
python,git,pandas,numpy,data-extraction,"python,git,pandas,numpy,data-extraction","Data Extraction Engineer at GeoPhy (Delft, Netherlands)"
python,git,pandas,numpy,data-extraction,"python,git,pandas,numpy,data-extraction","Data Extraction Engineer at GeoPhy (Kaunas, Lithuania)"
scala,python,nosql,data-pipeline,automation,"scala,python,nosql,data-pipeline,automation","Data Engineer at ING (Amsterdam, Netherlands)"
mongodb,java,mysql,jenkins,jira,"mongodb,java,mysql,jenkins,jira","Data Engineer at SensorThink (Orlando, FL)"
python,django,postgresql,machine-learning,amazon-web-services,"python,django,postgresql,machine-learning,amazon-web-services","Senior Full-Stack Engineer at Plannuh (Boston, MA)"
reactjs,javascript,sass,jest,d3.js,"reactjs,javascript,sass,jest,d3.js","Senior Frontend Engineer at Interana (Redwood City, CA)"
machine-learning,python,apache-kafka,apache-spark,,"machine-learning,python,apache-kafka,apache-spark,","Principal Data Scientist (M/F/X) at FlixBus (München, Germany)"
c++,c,linux,spss,,"c++,c,linux,spss,","Senior Softwareentwickler (m/w/divers) im Bereich Digitale Fabrik at Siemens AG (Chemnitz, Deutschland)"
python,apache-spark,machine-learning,amazon-web-services,postgresql,"python,apache-spark,machine-learning,amazon-web-services,postgresql","Senior Data Engineer at Ometria (London, UK)"
oop,java,hadoop,gnu,linux,"oop,java,hadoop,gnu,linux","Software Engineer Hadoop at trivago N.V (Düsseldorf, Germany)"
java,go,elasticsearch,cassandra,apache-kafka,"java,go,elasticsearch,cassandra,apache-kafka","Software Engineer, Backend at Sysdig (Beograd, Serbia)"
algorithm,machine-learning,python,,,"algorithm,machine-learning,python,,","Post Doc (f/m) - deep learning in digital histopathology at Boehringer Ingelheim Pharma GmbH & Co.KG (Biberach, Germany)"
scala,java,sql,hadoop,mongo,"scala,java,sql,hadoop,mongo","(Senior) Data Engineer (f/m) at mobile.de (Berlin, Germany)"
machine-learning,r,analytics,bigdata,statistics,"machine-learning,r,analytics,bigdata,statistics","Director of Data Science at Wellframe (Boston, MA)"
mongodb,elasticsearch,mysql,oracle,sql-server,"mongodb,elasticsearch,mysql,oracle,sql-server","Field Support Engineer at SensorThink (Orlando, FL)"
data-warehouse,nosql,sql,oracle11g,hadoop,"data-warehouse,nosql,sql,oracle11g,hadoop","Data Architect at DAT Solutions (Beaverton, OR)"
apache-spark,apache,hadoop,,,"apache-spark,apache,hadoop,,","Data/AI Platform Engineer at Lumiata (San Mateo, CA)"
user-experience,user-interface,d3.js,,,"user-experience,user-interface,d3.js,,","Staff User Experience Designer at Home Depot / THD (Austin, TX)"
user-experience,user-interface,d3.js,,,"user-experience,user-interface,d3.js,,","Staff User Experience Designer at Home Depot / THD (Atlanta, GA)"
scala,python,machine-learning,scikit-learn,clojure,"scala,python,machine-learning,scikit-learn,clojure","Data Engineer (m/f/d) at Risk.Ident GmbH (Hamburg, Deutschland)"
c#,.net,sql,oracle,,"c#,.net,sql,oracle,","Software-Entwickler C# (m/w) at G+D Secure Data Management GmbH (Neustadt bei Coburg, Deutschland)"
python,amazon-web-services,pandas,linux,c++,"python,amazon-web-services,pandas,linux,c++","Python Data SW Engineer at Starlizard (London, UK)"
amazon-web-services,mysql,etl,reporting,validation,"amazon-web-services,mysql,etl,reporting,validation","Senior Data Engineer -- Do Good. Do Well. Have Fun Doing It. at LiteracyPro Systems, Inc. (Boulder, CO)"
agile,web-services,,,,"agile,web-services,,,","Business Analyst at Grid Dynamics (Tampa, FL)"
scala,hadoop,bigdata,apache-spark,cloud,"scala,hadoop,bigdata,apache-spark,cloud","Hadoop/Scala developer  Help to uncover money laundering at Barclays- Prague Technology Center (Prague, Czechia)"
amazon-web-services,java,python,apache-kafka,,"amazon-web-services,java,python,apache-kafka,","Data Engineer  Charter (M/F/X) at FlixBus (München, Germany)"
r,machine-learning,java,,,"r,machine-learning,java,,","Data Scientist Machine Learning at Booking.com (Tel Aviv-Yafo, Israel)"
python,java,amazon-web-services,docker,sql,"python,java,amazon-web-services,docker,sql","Senior Engineer w/ Python/Java and Linux Experience at Red-Spark (Philadelphia, PA)"
scala,java,database,,,"scala,java,database,,","Data Engineer (M/F/X) at FlixBus (München, Germany)"
tensorflow,python,scikit-learn,scipy,sql,"tensorflow,python,scikit-learn,scipy,sql","Entwickler (m/w) Künstliche Intelligenz und Big Data Analyse at Lumenaza GmbH (Berlin, Deutschland)"
c++,machine-learning,computer-vision,opencv,,"c++,machine-learning,computer-vision,opencv,","Computer Vision Developer (m/f)  Full-Time at KiwiSecurity Software GmbH (Wien, Austria)"
java,mongodb,elasticsearch,mariadb,mysql,"java,mongodb,elasticsearch,mariadb,mysql","Senior Software Architect - Java at Webtrekk GmbH (Berlin, Deutschland)"
python,pyspark,scala,git,machine-learning,"python,pyspark,scala,git,machine-learning","Data Scientist at IQVIA, The Human Data Science Company (Plymouth Meeting, PA)"
reactjs,javascript,python,plotly,,"reactjs,javascript,python,plotly,","Experienced Frontend Developer (m/f) at Semalytix (Bielefeld, Deutschland)"
java,angularjs,javascript,apache-spark,,"java,angularjs,javascript,apache-spark,","Full Stack Developer at IQVIA, The Human Data Science Company (Ottawa, ON, Canada)"
powerbi,,,,,"powerbi,,,,","UX Designer / Analyst at NETAPHOR SOFTWARE, INC. (Irvine, CA)"
java,python,sql,,,"java,python,sql,,","Senior Software Engineer  Data Services (Java) at JP Morgan Chase (Jersey City, NJ)"
python,r,amazon-web-services,algorithm,nlp,"python,r,amazon-web-services,algorithm,nlp","Data Scientist at Firebrand Technologies (Newburyport, MA)"
java,python,sql,,,"java,python,sql,,","ETL Software Engineer (Wealth Data Platform) at JP Morgan Chase (Jersey City, NJ)"
c++,math,algorithm,optimization,data-analysis,"c++,math,algorithm,optimization,data-analysis","Software/Data Analytics Engineer  3D Data Analysis  ML / Autonomous Drones at CSIRO's Data61 (Brisbane, Australia)"
python,apache-spark,hadoop,scala,druid,"python,apache-spark,hadoop,scala,druid","Data Engineer to one of the most growing tech companies in Finland! at giosg.com (Helsinki, Finland)"
cloud,python,web-services,sql,amazon-web-services,"cloud,python,web-services,sql,amazon-web-services","Data Integration Engineer - Google Cloud at Zalando SE (Berlin, Germany)"
java,hadoop,amazon-web-services,apache-spark,docker,"java,hadoop,amazon-web-services,apache-spark,docker","Big Data Engineer (m/f/d) who is NOT looking for the next Gig! at GfK (Nürnberg, Deutschland)"
machine-learning,python,spark,scala,,"machine-learning,python,spark,scala,","Data Science Engineers at dunnhumby Ltd. (Gurugram, India) (allows remote)"
etl,python,r,sas,tableau,"etl,python,r,sas,tableau","Data Engineer (m/f) - Germany at Simon-Kucher & Partners Strategy & Marketing Consultants GmbH (Bonn, Germany)"
apache-spark,sql,amazon-s3,,,"apache-spark,sql,amazon-s3,,","Data-Engineer Business Intelligence (m/w/d) in einem laufenden System at agido GmbH (Dortmund, Deutschland)"
r,sql,javascript,ruby,python,"r,sql,javascript,ruby,python","Integration Engineering Manager at Simon Data (New York, NY)"
java,python,sql,,,"java,python,sql,,","Big Data Software Engineer at JP Morgan Chase (Jersey City, NJ)"
java,postgresql,azure,,,"java,postgresql,azure,,","Sr. Software Engineer - Data Pipeline at Tenable, Inc. (San Francisco, CA)"
java,postgresql,azure,,,"java,postgresql,azure,,","Sr. Software Engineer - Data Pipeline at Tenable, Inc. (Seattle, WA)"
java,python,sql,,,"java,python,sql,,","Big Data Software Engineer at JP Morgan Chase (Jersey City, NJ)"
c#,asp.net,sql,,,"c#,asp.net,sql,,","C# Software Engineer at IQVIA, The Human Data Science Company (Brighton, UK)"
python,sql,javascript,tableau,ab-testing,"python,sql,javascript,tableau,ab-testing",Data Analytic Mentor at Thinkful Inc. () (allows remote)
python,machine-learning,,,,"python,machine-learning,,,","Applied Machine Learning Engineer at Xihelm (London, UK)"
java,data-processing,mapreduce,amazon-web-services,api,"java,data-processing,mapreduce,amazon-web-services,api","Senior Data Engineer, Product Engineering at Quantcast (San Francisco, CA)"
reactjs,three.js,d3.js,redux,css,"reactjs,three.js,d3.js,redux,css","Frontend Developer (React, Redux, Three, Material) at Tenet3 (Dayton, OH)"
apache-spark,machine-learning,agile,,,"apache-spark,machine-learning,agile,,","AI Engineer at Cognizant Technology Solutions UK Ltd (Slough, UK)"
hadoop,scala,nosql,,,"hadoop,scala,nosql,,","Senior Big Data Architect at Cognizant Technology Solutions UK Ltd (London Borough of Ealing, UK)"
etl,sql,data-warehouse,business-intelligence,data-modeling,"etl,sql,data-warehouse,business-intelligence,data-modeling","BI Developer (Business Intelligence Developer) at Agoda (Khwaeng Pathum Wan, Thailand)"
scala,apache-spark,machine-learning,algorithm,statistics,"scala,apache-spark,machine-learning,algorithm,statistics","Machine Learning Engineer at Agoda (Khwaeng Pathum Wan, Thailand)"
php,mongodb,elasticsearch,amazon-web-services,angularjs,"php,mongodb,elasticsearch,amazon-web-services,angularjs","Senior PHP Developer at DesignMyNightLondon (London, UK)"
java,scala,hadoop,cloudera,continuous-deployment,"java,scala,hadoop,cloudera,continuous-deployment","Big Data Engineer challenging the Swedish retail market at ICA Gruppen (Solna, Sweden)"
apache-spark,scala,amazon-web-services,,,"apache-spark,scala,amazon-web-services,,","Data Engineer - Talend at Cognizant Technology Solutions UK Ltd (London, UK)"
mobile-development,data-structures,salesforce,,,"mobile-development,data-structures,salesforce,,","Software Test Engineer at Game On Media Ltd (Dublin, Ireland)"
amazon-web-services,scala,java,,,"amazon-web-services,scala,java,,","Senior Data Engineer at Cox Automotive (Atlanta, GA)"
amazon-web-services,azure,google-cloud-platform,docker,go,"amazon-web-services,azure,google-cloud-platform,docker,go","Data DevOps Engineer (f/m) at zooplus AG (Madrid, Spain)"
sql,vba,,,,"sql,vba,,,","KBC Analyst & developer Financial Markets at KBC (Brussels, Belgium)"
java,java-ee,html,spring,css,"java,java-ee,html,spring,css","Java Entwickler (w/m) im Bereich Industrielogistik- & Healthcare at INFORM - Institut für Operations Research und Management GmbH (Aachen, Deutschland)"
etl,shell,informatica-powercenter,data-warehouse,,"etl,shell,informatica-powercenter,data-warehouse,","Dev Engineer Powercenter at ING (Amsterdam, Netherlands)"
sql,luigi,airflow,apache-spark,c#,"sql,luigi,airflow,apache-spark,c#","Data Engineer at Funda Real Estate B.V. (Amsterdam, Netherlands)"
go,project-management,business-objects,smartview,hyperion,"go,project-management,business-objects,smartview,hyperion","Senior IT Financial Systems Analyst at Athene USA (West Des Moines, IA)"
java,oracle,spss,arcgis,python,"java,oracle,spss,arcgis,python","Senior Research and Development Analyst at Municipal Property Assessment Corporation (MPAC) (Pickering, ON, Canada)"
python,node.js,postgresql,,,"python,node.js,postgresql,,","Data Engineer at Better (New York, NY)"
mysql,json,mongodb,xml,sql-server,"mysql,json,mongodb,xml,sql-server","Data Architect at NextCapital (Chicago, IL)"
